, Authors,Quotes,Likes,Tags
4,Dee Waldeck,"“Want to know a secret? You can be happy! You can choose to be happy, and in the vast majority of circumstances there’s no one who can stop YOU except yourself!”",0,"['choices,', 'circumstances,', 'courage,', 'firm-belief,', 'happiness,', 'motivational,', 'positive-attitude,', 'positive-mindset,', 'self-confidence,', 'stance-in-life']"
5,D.L. Lewis,"“I' am brave. I am invincible. I am a conquer. Go ahead, send your armies of naysayers, I will be followed by a hoard of lions called supporters.”",0,"['dreams-quotes,', 'inspirational,', 'inspired-soul,', 'live-in-the-moment,', 'motivational']"
6,kartik  kumar,“The fact that I'm going to die one day makes me realise that nothing in life really matters more than our own happiness.”,0,"['happiness,', 'motivational,', 'peace']"
7,kartik kumar,“Imagining yourself to be in the place of a person who failed in handling a problem in his life and thinking that you could have done it better in his place is bullsh*t.”,0,"['motivational,', 'self-reflection']"
8,"Lisa D'Anna ,",“A Violin Is Pretty To Look At-But It Is The Music That Generates Its Beauty”,0,"['beauty,', 'inspirational,', 'motivational,', 'real-beauty']"
9,"Abhijit Naskar,","“If you want light, burn, burn 'n burn again.”",0,"['humanitarian,', 'life-lessons,', 'light,', 'light-bringer,', 'motivational,', 'reformer,', 'sacrifice-quotes,', 'selfless-service,', 'selflessness,', 'social-work']"
10,"Kuntal Chakraborty,","“You're the strongest part of my memory and the biggest lie of my life ""- By Kuntal Chakraborty.”",0,"['inspirational,', 'love,', 'motivational']"
11,Marie Helen Abramyan,"“Time is always new, for dreams to come true",0,"['competition,', 'destiny,', 'inspirational,', 'lyrics,', 'motivational,', 'songwriter,', 'timee,', 'yourstory']"
12,Anuj Jasani,"“When you focus on solving the big problems of this world, you will eventually find big solutions for those problems.”",0,"['entrepreneurship,', 'inspirational,', 'life,', 'motivational,', 'problems,', 'solutions,', 'startups,', 'success,', 'truth,', 'wisdom']"
13,Anuj Jasani,"“If you think you can create something that can change the world then do it and change the world, don't wait for people's approval.”",0,"['action,', 'crazy,', 'create,', 'dreams,', 'idea,', 'innovation,', 'invention,', 'motivational,', 'people,', 'success']"
14,Anuj Jasani,“Where you find the end is the real beginning.”,0,"['actions,', 'beginning,', 'end,', 'failures,', 'goals,', 'life,', 'motivational,', 'process,', 'spirituality,', 'success']"
15,Anuj Jasani,"“Sometimes you start early and finish later, it does not mean that you have taken more time, it means that you experienced much more than others.”",0,"['experience,', 'failures,', 'finish,', 'inspirational,', 'lesson,', 'life,', 'motivational,', 'process,', 'start,', 'wisdom']"
16,Anuj Jasani,“The person who experience failures till death is really the biggest and successful example of never giving up.”,0,"['example,', 'experience,', 'failures,', 'give-up,', 'hustle,', 'motivational,', 'never-give-up,', 'success,', 'unstoppable,', 'wisdom']"
17,Anuj Jasani,"“Always look at the results of your actions, you will learn the lesson of success from there.”",0,"['actions,', 'failures,', 'inspirational,', 'lesson,', 'life,', 'motivational,', 'observation,', 'results,', 'success,', 'wisdom']"
18,Anuj Jasani,“One cannot experience the fragrance of success without experiencing the depths of the dirt.”,0,"['dirt,', 'experience,', 'failures,', 'fragrance,', 'inspirational,', 'life,', 'motivational,', 'success,', 'truth,', 'wisdom']"
19,Anuj Jasani,“Focus on one thing and be blind for everything else so that the whole world can see you shining.”,0,"['concentrate,', 'entrepreneurship,', 'focus,', 'goals,', 'life,', 'motivational,', 'shining,', 'success,', 'vision,', 'wisdom']"
20,Anuj Jasani,“Learn to live a happy life even in adversity.”,0,"['adversity,', 'dreams,', 'failures,', 'happiness,', 'hope,', 'inspirational,', 'life,', 'motivational,', 'spirituality,', 'wisdom']"
21,"John C. Maxwell,","“How do you cultivate optimism? By learning the secret of contentment. If you can learn that, then no matter what happens to you, you can weather the storm and build on the good you find in any situation.”",0,"['contentment,', 'failing-forward,', 'inspirational,', 'john-c-maxwell,', 'motivational,', 'optimism,', 'quote,', 'quote-of-the-day,', 'self-help']"
22,Dr Purushothaman Kollam,"“You have no control over other people's actions, but you do have power over how you react and respond to them.”",0,"['control,', 'lessons-in-life,', 'mind-quotes,', 'motivational,', 'success']"
23,"Abhijit Naskar,",“Behind every triumph there's a thousand tragedies.”,0,"['ambition,', 'failure,', 'life-goals,', 'motivational,', 'perseverance,', 'resilience,', 'success,', 'success-and-attitude,', 'triumph,', 'victory']"
24,"Tshepo Ramodisa,","“Having both normal eyes doesn't necessarily mean ability to see. There are so many individuals with both normal eyes, such powerful potential to see... But they can't see anything.”",0,['motivational']
25,"Tahereh Mafi,","“If I considered other people's mediocre standards a sufficient metric by which to measure my own accomplishments, I'd have never amounted to anything.”",0,"['books,', 'goals-in-life,', 'inspirational,', 'motivation,', 'motivational,', 'power-of-thoughts']"
26,Dr. k. Bharathi,"“If you have not done something to improve a human's life in some way, you have not truly lived.”",0,"['empathy,', 'inspirational-quotes,', 'motivational']"
27,Aron Micko H.B,"“Sad but sometimes clever""",0,"['inspirational-quotes,', 'literature-quotes,', 'motivational,', 'poetry-quotes,', 'story']"
28,Laura Monnett,“Sometimes transformation begins with darkness.,0,"['awakening,', 'growth,', 'healing,', 'inspirational,', 'inspirational-quotes,', 'motivational,', 'poetry,', 'prose,', 'rose-under-cypresses']"
29,"Brendon Thutso,",“Each day is meant to edify you and equip you with the necessary tools for you to reach your destiny.”,0,"['hope,', 'life,', 'motivational,', 'purpose']"
0,C. Toni Graham,"“My belief is that we have an opportunity, each and every day, to make choices that can have a positive impact, or not. Each day we awake is like a reset. Decide each day to make impactful choices.”",5,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
1,Dr Anhad Kaur Suri,"“If you’ve had to make an effort to fit in, then it concludes that you’ve been trying on the wrong size.”",2,"['effort,', 'fitting-in,', 'humor,', 'jeans,', 'motivational,', 'society']"
2,"Ratna Srivastava,",“There's a little bit of wrong in every right and a little bit of right in every wrong.,0,"['emit-eht,', 'inspirational,', 'intelligence,', 'life,', 'motivational,', 'philosophy,', 'positive-quotes,', 'ratna-srivastava,', 'romantic,', 'wisdom']"
3,"Ratna Srivastava,",“When you love people you don't want to remember how they died. You want to remember how they lived.,0,"['emit-eht,', 'inspirational,', 'intelligence,', 'life,', 'motivational,', 'philosophy,', 'positive-quotes,', 'ratna-srivastava,', 'romantic,', 'wisdom']"
4,"Ratna Srivastava,","“When one has a mighty opponent that can't be defeated, it is wiser to become its friend rather than an enemy.",0,"['emit-eht,', 'inspirational,', 'intelligence,', 'life,', 'motivational,', 'philosophy,', 'positive-quotes,', 'ratna-srivastava,', 'romantic,', 'wisdom']"
5,Dave Thomas,“You can do what you want to do.”,0,['motivational']
6,"Neka Arnold-Scott,","“Becoming the most authentic version of yourself isn't about finding yourself, but remembering who you are.”",0,"['empowerment-of-women,', 'inspirational,', 'motivational']"
7,Zary Greer Manning,“A Fulfilling Life = Purpose + Happiness - Hinderances”,0,"['motivational,', 'motivational-quotes']"
8,Chima Ogbonnaya,"“Be more than what people think you are, Be great!”",0,"['motivational,', 'motivational-inspirational,', 'motivational-quotes']"
9,Grace in Tension by Claire McGarry,“That's what grace does: It lights a candle in the dark so the gifts it holds can come to light.”,0,"['faith,', 'god,', 'hope,', 'inspirational,', 'life,', 'life-lessons,', 'motivational,', 'religion,', 'spirituality,', 'wisdom']"
10,Grace in Tension by Claire McGarry,"“When we loosen our hold on our emotions, they no longer have a hold on us.”",0,"['faith,', 'god,', 'hope,', 'inspirational,', 'life,', 'life-lessons,', 'motivational,', 'religion,', 'spirituality,', 'wisdom']"
11,"Kristen Butler,",“I was proud of myself for how well I 'managed' and refused to give up on my dreams.”,0,"['dreams,', 'encouragement,', 'motivational,', 'never-give-up,', 'positivity,', 'proud']"
12,"Abhijit Naskar,",“Suffering is power.”,0,"['inspirational,', 'inspiring,', 'life-lessons,', 'misery,', 'motivational,', 'pearls-of-wisdom,', 'sadness-quotations,', 'sorrow,', 'suffering,', 'suffering-quote']"
13,Grace in Tension: Discover Peace with Martha and Mary by Claire McGarry,“There's no better place to realign ourselves than at the feet of Jesus.”,0,"['faith,', 'god,', 'hope,', 'inspirational,', 'life,', 'life-lessons,', 'motivational,', 'religion,', 'spirituality,', 'wisdom']"
14,Grace in Tension: Discover Peace with Martha and Mary by Claire McGarry,“That's what grace does: It lights a candle in the dark so the gift it holds can come to light.”,0,"['christianity,', 'faith,', 'god,', 'hope,', 'inspirational,', 'life,', 'motivational,', 'religion,', 'spirituality,', 'wisdom']"
15,Grace in Tension: Discover Peace with Martha and Mary by Claire McGarry,"“When we loosen our hold on our emotions, they no longer have a hold on us.”",0,"['christianity,', 'faith,', 'god,', 'hope,', 'inspirational,', 'motivational,', 'religion,', 'spirituality,', 'wisdom']"
16,Grace in Tension: Discover Peace with Martha and Mary by Claire McGarry,“I believe the 'better part' isn't just what Mary chooses but how she chooses.”,0,"['christianity,', 'faith,', 'god,', 'hope,', 'inspirational,', 'motivational,', 'religion,', 'spirituality,', 'wisdom']"
17,"Abhijit Naskar,","“We shall never have a world without errors, but the world that we do have can be a beautiful place if we just had the willingness to correct our errors.”",0,"['correction,', 'errors,', 'inspiring,', 'life-lessons,', 'making-mistakes,', 'motivational,', 'pearls-of-wisdom,', 'self-correction,', 'self-corrective,', 'self-regulation']"
18,"Abhijit Naskar,",“Scars hold the cure.”,0,"['brainy-quotes,', 'inspiring,', 'life-lessons,', 'motivational,', 'pain,', 'scars,', 'sufi-poets,', 'sufi-wisdom,', 'wounded,', 'wounds']"
19,Anuj Jasani,"“Failures are part of your life, it comes in your life to test how much you desire to be successful.”",0,"['dreams,', 'entrepreneurship,', 'failures,', 'goals,', 'innovations,', 'inspirational,', 'motivational,', 'startups,', 'success,', 'wisdom']"
20,Grace in Tension: Discover Peace with Martha and Mary by Claire McGarry,"“Trying to do enough in order to be enough, we keep grabbing that rope and pulling it with all our might.”",0,"['christianity,', 'faith,', 'god,', 'hope,', 'inspirational,', 'motivational,', 'religion,', 'spirituality,', 'wisdom']"
21,"Alexander McEwen,",“The fastest way to get over anything in your life is by revisiting it and giving it a different meaning”,0,"['inspirational,', 'motivation,', 'motivational,', 'self-help,', 'self-love']"
22,Yates Christopher j.,"“Someone else had come out with that old line about winning not being everything. Probably Emilia, that’s exactly the sort of thing she liked to believe. And then one of us replied … perhaps even me, I’m not sure … one of us said, Of course winning is everything. Why else do you think we call ourselves the human race?”",0,"['black-chalk,', 'motivational']"
23,"Christopher J. Yates,","“Someone else had come out with that old line about winning not being everything. Probably Emilia, that’s exactly the sort of thing she liked to believe. And then one of us replied … perhaps even me, I’m not sure … one of us said, Of course winning is everything. Why else do you think we call ourselves the human race?”",0,['motivational']
24,Ntsiki KaCaleni,“Have clear INTENTION to win and then pay ATTENTION to your intention.,0,"['motivational,', 'motvation']"
25,"Benny Lewis,",“The trick is to keep trying until you find a way that produces real,0,"['learning,', 'methods,', 'motivational']"
